2013-07-31 22:35:37,1317.01,19.634,259.66,3874,1434.30,726.08
2013-07-31 22:35:43,1317.08,19.634,259.68,3874,1434.30,726.08
2013-07-31 22:35:48,1316.98,19.624,259.66,3872,1434.30,726.08
2013-07-31 22:35:53,1316.78,19.624,259.62,3872,1434.30,726.08
2013-07-31 22:35:58,1316.68,19.624,259.60,3872,1434.30,726.08
2013-07-31 22:36:03,1316.88,19.624,259.64,3872,1434.30,726.08
2013-07-31 22:36:09,1315.93,19.619,259.45,3868,1428.70,725.30
2013-07-31 22:36:18,1315.67,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:36:24,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:36:29,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:36:34,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:36:39,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:36:44,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:36:49,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:36:54,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:00,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:05,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:10,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:15,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:20,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:25,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:30,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:35,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:40,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:45,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:50,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:37:55,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:00,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:05,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:10,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:15,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:21,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:26,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:31,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:36,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:41,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:46,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:52,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:38:57,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:39:02,1315.68,19.619,259.40,3868,1428.70,725.30
2013-07-31 22:50:47,1317.63,19.644,259.79,3876,1430.95,725.15
2013-07-31 22:50:52,1316.03,19.604,259.47,3868,1434.25,725.75
2013-07-31 22:50:57,1316.05,19.609,259.47,3868,1434.25,725.75
2013-07-31 22:51:03,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:11,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:16,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:21,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:26,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:31,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:36,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:41,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:46,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:51,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:51:56,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:01,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:06,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:11,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:17,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:22,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:27,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:32,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:37,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:42,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:47,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:52,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:52:57,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:53:02,1310.21,19.514,258.32,3850,1427.60,722.13
2013-07-31 22:53:08,1309.31,19.484,258.15,3844,1427.15,722.55
2013-07-31 22:53:14,1309.33,19.494,258.15,3846,1427.15,722.55
2013-07-31 22:53:19,1309.35,19.494,258.15,3846,1427.15,722.55
2013-07-31 22:53:27,1309.44,19.494,258.17,3846,1427.15,722.55
2013-07-31 22:53:32,1309.66,19.494,258.21,3846,1427.15,722.55
2013-07-31 22:53:37,1309.62,19.494,258.21,3846,1427.15,722.55
2013-07-31 22:53:42,1309.67,19.499,258.22,3846,1427.15,722.55
2013-07-31 22:53:48,1309.54,19.499,258.19,3846,1427.15,722.55
2013-07-31 22:53:53,1309.37,19.489,258.16,3846,1427.15,722.55
2013-07-31 22:53:58,1309.30,19.489,258.14,3846,1427.15,722.30
2013-07-31 22:54:03,1309.13,19.489,258.11,3844,1427.15,722.30
2013-07-31 22:54:08,1309.15,19.489,258.11,3844,1427.15,722.30
2013-07-31 22:54:13,1308.95,19.474,258.07,3842,1427.15,722.30
